movieId,overview,director,actors
3881,"BITTERSWEET MOTEL takes a look at the iconoclastic musicians of Phish, one of rock and roll's most successful touring bands, a group Rolling Stone Magazine has called ""the most important band of the '90s."" This 84-minute documentary tracks the band over the course of a year — on and off stages across the United States and Europe and at home in Vermont. The film wraps with an extensive section devoted to one of Phish's grand festivals, ""The Great Went,"" where 70,000 fans descend on the tiny village of Limestone, Maine, for a spectacular multi-day musical event. Director Todd Phillips, best known for his groundbreaking films, Hated (The GG Allin Story) and Sundance Award-winner Frat House as well as the blockbuster comedy Road Trip, reveals the fascinating phenomenon of the band — its music, loyal fans and spectacular live shows. Phillips presents a compelling film that every music fan will find fascinating.",Todd Phillips,"['Trey Anastasio', 'Jon Fishman', 'Page McConnell', 'Mike Gordon']"
3882,"The Toro cheerleading squad from Rancho Carne High School in San Diego has got spirit, spunk, sass and a killer routine that's sure to land them the national championship trophy for the sixth year in a row. But for newly-elected team captain Torrance, the Toros' road to total cheer glory takes a shady turn when she discovers that their perfectly-choreographed routines were in fact stolen.",Peyton Reed,"['Kirsten Dunst', 'Eliza Dushku', 'Jesse Bradford', 'Gabrielle Union', 'Sherry Hursey']"
3883,,,
3884,Four retired mobsters plan one last crime to save their retirement home.,Michael Dinner,"['Richard Dreyfuss', 'Burt Reynolds', 'Dan Hedaya', 'Seymour Cassel', 'Carrie-Anne Moss']"
3885,"When her rather explicit copy is rejected, magazine journalist Kate is asked by her editor to come up with an article on loving relationships instead, and to do so by the end of the day. This gets Kate thinking back over her own various experiences, and to wondering if she is in much of a position to write on the subject.",Valerie Breiman,"['Famke Janssen', 'Jon Favreau', 'Noah Emmerich', 'Ann Magnuson', 'Cheri Oteri']"
3886,"Five years after Yippie founder Abbie Hoffman goes underground to avoid a drug-related prison sentence, he contacts a reporter to get out the story of the FBI's covert spying, harassment and inciting of violence they then blame on the Left.",Robert Greenwald,"[""Vincent D'Onofrio"", 'Janeane Garofalo', 'Jeanne Tripplehorn', 'Kevin Pollak', 'Donal Logue']"
3887,"Two young men who have been friends since early childhood decide to go on a trip to find a third friend who has long since disappeared. Stories they have heard indicate that the friend has been seen in an apparently rambling, incoherent state at Coney Island. Their trip leads them to a number of adventures involving the otherworld-like life at the Park and revelations related to their own pasts including the death of one's sister, a failed past relationship, financial failings, and alcoholism.",Richard Schenkman,"['Jon Cryer', 'Rick Stear', 'Rafael Báez', 'Ione Skye', 'Frank Whaley']"
3888,A woman and her son must leave a small South Carolina town because of her wild behavior.,Tamra Davis,"['Bug Hall', 'Jennifer Jason Leigh', 'Mischa Barton', 'Peggy Lipton', 'Angela Featherstone']"
3889,"Immortals Connor and Duncan Macleod join forces against a man from Connor's distant past in the highlands of Scotland, Kell, an immensely powerful immortal who leads an army of equally powerful and deadly immortal swordsmen and assassins. No immortal alive has been able to defeat Kell yet, and neither Connor nor Duncan are skilled enough themselves to take him on and live. The two of them eventually come to one inevitable conclusion; one of them must die so that the combined power of both the Highlanders can bring down Kell for good. There can be only one... the question is, who will it be?",Douglas Aarniokoski,"['Christopher Lambert', 'Adrian Paul', 'Bruce Payne', 'Lisa Barbuscia', 'Donnie Yen']"
3890,,,
3891,"Trying to bootstrap his way out of Brooklyn's mean streets is Diamond, a rap musician. With his long-time pal Gage acting as his manager, he's trying to lay down a demo tape with cut-rate studio time. To pay the bills, he and Gage run drugs for ""Mr. B."" Inside a week, Diamond's beloved mother dies suddenly, his father appears after an absence of 12 years and wants a relationship, and his girlfriend Kia tells him she's pregnant, asking him if he's ready to be a father. Gage steals $100,000 in a multiple-felony robbery so that Diamond can record a full album, not knowing it's Mr. B's money he's taken. B wants his money, Diamond wants his music, Tia wants an answer.",Robert Adetuyi,"['Pras Michel', 'Ja Rule', 'Jason Statham', 'Vondie Curtis-Hall', 'Tamala Jones']"
3892,"Medical student Paula wins a place at an exclusive Heidelberg medical school. When the body of a young man she met on the train turns up on her dissection table, she begins to investigate the mysterious circumstances surrounding his death.",Stefan Ruzowitzky,"['Franka Potente', 'Benno Fürmann', 'Anna Loos', 'Sebastian Blomberg', 'Holger Speckhahn']"
3893,"What happens when a person decides that life is merely a state of mind? If you're Betty, a small-town waitress and soap opera fan from Fair Oaks, Kansas, you refuse to believe that you can't be with the love of your life just because he doesn't really exist. After all, life is no excuse for not living. Traumatized by a savage event, Betty enters into a fugue state that allows -- even encourages -- her to keep functioning... in a kind of alternate reality.",Neil LaBute,"['Morgan Freeman', 'Renée Zellweger', 'Chris Rock', 'Greg Kinnear', 'Aaron Eckhart']"
3894,"Maria, whose parents live in the country, cannot stand her father's authoritarian ways and moves to the city. She finds a job as a cleaner and tries to survive in a wretched apartment in the shabby part of a big city. She is pregnant, and the fact that her boyfriend has abandoned her does not help matters. When her father goes to the hospital for an operation, her mother comes to stay with her. Her neighbor, an old recluse whose only friend is his dog, begins to come out of his shell and these three lost souls try to give each other the strength to start over.",Benito Zambrano,"['María Galiana', 'Ana Fernández', 'Carlos Álvarez-Nóvoa', 'Juan Fernández', 'Antonio Dechent']"
3895,"FBI agent Joel Campbell, burnt-out and shell-shocked after years spent chasing serial killers, flees L.A. to begin a new life for himself in Chicago. But five months later, Joel's best laid plans are abruptly cut short when his new hometown becomes the setting for some particularly gruesome murders--murders that could only have been committed by one man: David Allen Griffin. One of Joel's most elusive and cunning nemeses, Griffin has followed his former pursuer to Chicago in order to play a sadistic game of cat and mouse. Taunting Joel with photographs of his intended victims and leaving his crime scenes meticulously free of clues in order to keep the police at bay, Griffin derives as much pleasure out of watching Joel react to every movement as watching his victims die. But when Griffin moves into Joel's inner circle, Joel must quickly find some way to stop him before someone close to him becomes the next one to die.",Joe Charbanic,"['James Spader', 'Keanu Reeves', 'Marisa Tomei', 'Ernie Hudson', 'Chris Ellis']"
3896,Two criminal drifters without sympathy get more than they bargained for after kidnapping and holding for ransom the surrogate mother of a powerful and shady man.,Christopher McQuarrie,"['Ryan Phillippe', 'Benicio del Toro', 'Juliette Lewis', 'Taye Diggs', 'Nicky Katt']"
3897,"In 1973, 15-year-old William Miller's unabashed love of music and aspiration to become a rock journalist lands him an assignment from Rolling Stone magazine to interview and tour with the up-and-coming band, Stillwater.",Cameron Crowe,"['Billy Crudup', 'Frances McDormand', 'Kate Hudson', 'Jason Lee', 'Patrick Fugit']"
3898,"Landing in jail for a petty theft crime, Alvin finds himself sharing a cell with John Jaster, the incarcerated half of the pair of high-tech thieves responsible for the missing gold. His partner, Bristol, is still at large. Alvin wants only to get out of prison and start fresh with his girlfriend, Lisa, and when the Feds, led by U.S. Treasury investigator Clenteen, set him loose on a sketchy deal, he thinks his luck has changed. Alvin has his freedom and the Feds have found their bait.",Antoine Fuqua,"['Jamie Foxx', 'David Morse', 'Robert Pastorelli', 'Doug Hutchison', 'Kimberly Elise']"
3899,"Bruno, a sadistic criminal, wants clever con man Leo out of the way. Leo and his equally clever wife, Lily, are up to something. So too is Julius: he hires Leo to kill Gloria, Julius's wife. Leo does it, but then Julius shows up with the murder on tape, saying Gloria isn't his wife - it's blackmail. Leo's bookie, Troy, is also closing in, wanting to be paid. Bruno and Lily as well as Bruno and Julius have their own scams running, and Leo is their target. Maybe Leo can get Troy off his back, avoid Moose (Bruno's huge enforcer), send Gloria's corpse out of England, turn the tables on Bruno's murderous brother Caspar, and outfox Lily. Or is Lily his fox? It's a three-ring circus.",Rob Walker,"['John Hannah', 'Famke Janssen', 'Peter Stormare', 'Eddie Izzard', 'Fred Ward']"
3900,"At school, Roseanne is the object of fellow student Vincent's infatuation. By night, she deals with a troubled family life: her mother, Maggie, cheats on her drunken husband, Fred. When Maggie's adultery is revealed, Fred viciously takes his anger out on stepdaughter Roseanne. With the help of her boyfriend, Jimmy, Maggie plots her revenge, but Vincent might be the one to help her forge a new life in this contemporary fable loosely based on Fyodor Dostoyevsky's ""Crime and Punishment"".",Rob Schmidt,"['Monica Keena', 'Ellen Barkin', 'Michael Ironside', 'Vincent Kartheiser', 'James DeBello']"
3901,"Duets is a road-trip comedy which revolves around the little known world of karaoke and the whimsical characters who inhabit it. All roads lead to Omaha, site of a national karaoke competition where this motley group of singers and stars come together for a blow-out sing-off.",Bruce Paltrow,"['Gwyneth Paltrow', 'Scott Speedman', 'Maria Bello', 'Paul Giamatti', 'Andre Braugher']"
3902,,,
3903,A series of urban legends take place around the life of a troubled man who is searching New York City for a mysterious stranger.,Jon Matthews,"['Dan Futterman', 'Sam Ball', 'Alan Cumming', 'Lothaire Bluteau', 'Josh Hamilton']"
3904,,,
3905,"America's seventh best superhero team, the Specials, are a group of geeks and oddballs. Lifelong fan Nightbird joins the group just in time for the group to get a new line of action figures. But the members' extreme personalities and personal issues threaten to rip the group apart.",Craig Mazin,"['Rob Lowe', 'Jamie Kennedy', 'Thomas Haden Church', 'Jordan Ladd', 'Mike Schwartz']"
3906,"A lawyer is asked to come to the police station to clear up a few loose ends in his witness report of a foul murder. ""This will only take ten minutes"", they say, but it turns out to be one loose end after another, and the ten minutes he is away from his speech become longer and longer.",Stephen Hopkins,"['Gene Hackman', 'Morgan Freeman', 'Thomas Jane', 'Monica Bellucci', 'Nydia Caro']"
3907,,,
3908,"The making of a horror movie takes on a terrifying reality for students at the most prestigious film school in the country. At Alpine University, someone is determined to win the best film award at any cost - even if it means eliminating the competition. No one is safe and everyone is a suspect.",John Ottman,"['Jennifer Morrison', 'Matthew Davis', 'Hart Bochner', 'Loretta Devine', 'Joey Lawrence']"
